method,class_id,class_name,iou_threshold,gt_boxes,predicted_boxes,true_positives,false_positives,false_negatives,precision,recall,AP50,ap50_definition,runtime_seconds,FPS,pedestrian_precision,pedestrian_recall,pedestrian_AP50,pedestrian_gt_boxes,pedestrian_predicted_boxes,pedestrian_false_positives,pedestrian_false_negatives,car_precision,car_recall,car_AP50,car_gt_boxes,car_predicted_boxes,car_false_positives,car_false_negatives
m2_yolo26_bytetrack_conf035,all,all,0.5,64225,26558,18714,7844,45511,0.7046464342194443,0.29138186064616584,0.2527792100251808,all-point interpolated precision envelope,52.56557452840207,54.14189848647537,0.6609690844233056,0.2744722873719294,0.23029355593117862,32404,13456,4562,23510,0.7495038925354908,0.3086012381760473,0.2752930605245425,31821,13102,3282,22001
m3_rtdetr_botsort_conf055,all,all,0.5,64225,32721,23066,9655,41159,0.7049295559426668,0.35914363565589724,0.29814962894570507,all-point interpolated precision envelope,698.559428377077,4.074098615506412,0.6760003060209624,0.27268238489075425,0.20708336307364483,32404,13071,4235,23568,0.7241730279898219,0.4471889632632538,0.38588616644170615,31821,19650,5420,17591
