stage,experiment_id,attempt,method,sequence_name,MOTA,MOTP,IDF1,IDP,IDR,FP,FN,IDS,num_frames,runtime_seconds,FPS,prediction_path
gmc_ablation,rtdetr_botsort_conf055_gmc_off,001,rtdetr_botsort_conf055_gmc_off,uav0000086_00000_v,0.2840459091214176,0.23406962632175404,0.3992002340778309,0.729980381665775,0.27471642392106854,674,9966,27,464,112.84442422183929,4.111855797924307,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_off/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_off/uav0000086_00000_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_off,001,rtdetr_botsort_conf055_gmc_off,uav0000117_02622_v,0.17607811228641168,0.2318573200342533,0.345220462572633,0.5756079027355623,0.24654190398698128,1495,8521,110,349,83.89411017822567,4.1600059796638895,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_off/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_off/uav0000117_02622_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_off,001,rtdetr_botsort_conf055_gmc_off,uav0000137_00458_v,0.3330117692456106,0.1452937161322395,0.5092190548108992,0.7323076923076923,0.3903144896777928,1014,5855,45,233,55.728325592004694,4.180997679812371,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_off/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_off/uav0000137_00458_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_off,001,rtdetr_botsort_conf055_gmc_off,uav0000182_00000_v,0.04063947407739432,0.2413417756251812,0.37850467289719625,0.474859075535513,0.31465710443747197,2066,4324,31,363,88.32271845900686,4.109927845670634,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_off/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_off/uav0000182_00000_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_off,001,rtdetr_botsort_conf055_gmc_off,uav0000268_05773_v,0.04186240734941016,0.18118660462794786,0.27936077189808534,0.5025766205587199,0.19344399206597765,1640,7532,6,978,223.1455481449375,4.382789655139208,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_off/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_off/uav0000268_05773_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_off,001,rtdetr_botsort_conf055_gmc_off,uav0000305_00000_v,0.20851370851370854,0.136218242169685,0.36031532397615845,0.8983700862895494,0.22534872534872535,85,3200,6,184,44.303150831052335,4.153203475339125,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_off/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_off/uav0000305_00000_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_off,001,rtdetr_botsort_conf055_gmc_off,uav0000339_00001_v,0.2963141025641025,0.2145796907984761,0.4437205935577271,0.5095594347464671,0.39294871794871794,1447,2875,69,275,65.65136949397856,4.188793046049444,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_off/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_off/uav0000339_00001_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_on,001,rtdetr_botsort_conf055_gmc_on,uav0000086_00000_v,0.2853211624941271,0.2337044692326543,0.40487567040468064,0.7399750490108715,0.2786764212363246,669,9957,22,464,114.18852042310755,4.063455750899663,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_on/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_on/uav0000086_00000_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_on,001,rtdetr_botsort_conf055_gmc_on,uav0000117_02622_v,0.1888527257933279,0.22622726403175863,0.39919082939986517,0.6451144206320377,0.2890154597233523,1579,8363,27,349,84.3821084179217,4.135947851308688,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_on/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_on/uav0000117_02622_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_on,001,rtdetr_botsort_conf055_gmc_on,uav0000137_00458_v,0.3372564152035501,0.13638924226684762,0.5544701372573265,0.772038567493113,0.43256801080455337,1154,5712,4,233,56.4562417488778,4.127090163677631,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_on/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_on/uav0000137_00458_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_on,001,rtdetr_botsort_conf055_gmc_on,uav0000182_00000_v,0.031525474376214,0.2355129500036449,0.4046029515108925,0.4909400980601151,0.34409084117734945,2233,4235,14,363,88.37922546203481,4.107300082143563,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_on/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_on/uav0000182_00000_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_on,001,rtdetr_botsort_conf055_gmc_on,uav0000268_05773_v,0.04280196262657898,0.1817696688538812,0.2795293407753809,0.5036694754009242,0.19344399206597765,1632,7532,5,978,223.4297107522434,4.377215531037786,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_on/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_on/uav0000268_05773_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_on,001,rtdetr_botsort_conf055_gmc_on,uav0000305_00000_v,0.22631072631072635,0.13261912536449705,0.37980859448301746,0.8642186165670367,0.24338624338624337,106,3093,18,184,44.21606953590526,4.161382997884614,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_on/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_on/uav0000305_00000_v/tracks.txt
gmc_ablation,rtdetr_botsort_conf055_gmc_on,001,rtdetr_botsort_conf055_gmc_on,uav0000339_00001_v,0.34118589743589745,0.20412134401888699,0.6258960969997345,0.6989523621269026,0.5666666666666667,1459,2640,12,275,66.95674258208601,4.107129310582309,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/rtdetr_botsort_conf055_gmc_on/attempts/001/benchmark/runs/rtdetr_botsort_conf055_gmc_on/uav0000339_00001_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_off,001,yolo26_botsort_gmc_off,uav0000086_00000_v,0.24820457748842206,0.24946803905610712,0.42604749526369123,0.6200307771223391,0.32451842405530573,2016,9117,68,464,8.533989489078522,54.3708192509271,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_off/attempts/001/benchmark/runs/yolo26_botsort_gmc_off/uav0000086_00000_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_off,001,yolo26_botsort_gmc_off,uav0000117_02622_v,0.14393816110659075,0.22904059880166497,0.2687496110039211,0.5716176859941753,0.1756712774613507,947,9460,114,349,6.640935127332341,52.552839819742836,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_off/attempts/001/benchmark/runs/yolo26_botsort_gmc_off/uav0000117_02622_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_off,001,yolo26_botsort_gmc_off,uav0000137_00458_v,0.29876519390314493,0.15819469641475936,0.4600371747211896,0.7375478927203065,0.3342658691877291,773,6441,55,233,4.566494963743025,51.02381626388931,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_off/attempts/001/benchmark/runs/yolo26_botsort_gmc_off/uav0000137_00458_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_off,001,yolo26_botsort_gmc_off,uav0000182_00000_v,0.04825937546690573,0.22479517369152954,0.2543730955874055,0.5198339483394834,0.16838487972508592,907,5432,31,363,6.43470255919965,56.412863945206205,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_off/attempts/001/benchmark/runs/yolo26_botsort_gmc_off/uav0000182_00000_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_off,001,yolo26_botsort_gmc_off,uav0000268_05773_v,0.04332393778056165,0.1561168211769114,0.1994938476306833,0.6079787234042553,0.11932352020043846,732,8431,1,978,18.52083756958018,52.805387246974746,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_off/attempts/001/benchmark/runs/yolo26_botsort_gmc_off/uav0000268_05773_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_off,001,yolo26_botsort_gmc_off,uav0000305_00000_v,0.07046657046657046,0.14332221983698248,0.13167259786476868,0.8757396449704142,0.07118807118807119,20,3840,5,184,3.1675957060651854,58.08822118545122,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_off/attempts/001/benchmark/runs/yolo26_botsort_gmc_off/uav0000305_00000_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_off,001,yolo26_botsort_gmc_off,uav0000339_00001_v,0.2235576923076923,0.1616251303754906,0.3431350373218729,0.5830130668716372,0.24310897435897436,579,4217,49,275,4.87006233073771,56.46744976225867,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_off/attempts/001/benchmark/runs/yolo26_botsort_gmc_off/uav0000339_00001_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_on,001,yolo26_botsort_gmc_on,uav0000086_00000_v,0.2496811866568226,0.24959570013233426,0.41906941937755865,0.6088513686364799,0.31948452916303105,2016,9097,66,464,10.405052673915634,44.59371946892676,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_on/attempts/001/benchmark/runs/yolo26_botsort_gmc_on/uav0000086_00000_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_on,001,yolo26_botsort_gmc_on,uav0000117_02622_v,0.15541090317331163,0.22817073029614118,0.3350222819119712,0.6707406502077732,0.22327095199349065,1073,9272,35,349,8.806591746135382,39.629406024544345,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_on/attempts/001/benchmark/runs/yolo26_botsort_gmc_on/uav0000117_02622_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_on,001,yolo26_botsort_gmc_on,uav0000137_00458_v,0.3114026625506463,0.15410164686278113,0.5253642039542143,0.806187624750499,0.38963920509357514,883,6239,16,233,6.6495230498258024,35.0401071255936,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_on/attempts/001/benchmark/runs/yolo26_botsort_gmc_on/uav0000137_00458_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_on,001,yolo26_botsort_gmc_on,uav0000182_00000_v,0.05304049006424627,0.22324776305256708,0.2880333443018537,0.5416666666666666,0.1961751083221276,1026,5295,17,363,8.19881500696647,44.27469087807954,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_on/attempts/001/benchmark/runs/yolo26_botsort_gmc_on/uav0000182_00000_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_on,001,yolo26_botsort_gmc_on,uav0000268_05773_v,0.043637122872951295,0.15642506210136986,0.2006805688857866,0.6110520722635494,0.12005428541601419,732,8429,0,978,28.382773508288665,34.457520499693,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_on/attempts/001/benchmark/runs/yolo26_botsort_gmc_on/uav0000268_05773_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_on,001,yolo26_botsort_gmc_on,uav0000305_00000_v,0.1034151034151034,0.1363345184019457,0.16972767574414185,0.694300518134715,0.09668109668109669,63,3642,23,184,4.332022000919096,42.47439185695778,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_on/attempts/001/benchmark/runs/yolo26_botsort_gmc_on/uav0000305_00000_v/tracks.txt
gmc_ablation,yolo26_botsort_gmc_on,001,yolo26_botsort_gmc_on,uav0000339_00001_v,0.23605769230769236,0.1505452763790366,0.45121951219512196,0.7320143884892086,0.3261217948717949,644,4104,19,275,6.2385525497666094,44.08073792859019,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/gmc_ablation/yolo26_botsort_gmc_on/attempts/001/benchmark/runs/yolo26_botsort_gmc_on/uav0000339_00001_v/tracks.txt
m3_compact_tuning,m3_rtdetr_botsort_conf050,001,m3_rtdetr_botsort_conf050,uav0000086_00000_v,0.3180750385931942,0.24083329630698927,0.4711712128930672,0.7599342694950703,0.3414323108933485,964,9169,27,464,117.61981321399799,3.9449135933909063,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/m3_compact_tuning/m3_rtdetr_botsort_conf050/attempts/001/benchmark/runs/m3_rtdetr_botsort_conf050/uav0000086_00000_v/tracks.txt
