stage,experiment_id,attempt,method,sequence_name,MOTA,IDF1,FP,FN,IDS,FPS,unique_predicted_ids,short_tracks_leq_3,average_predicted_track_length,median_predicted_bbox_area,median_gt_bbox_area,car_recall_proxy,car_gt_boxes,car_matched_predicted_boxes,prediction_path
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf040,001,sahi_yolo26_botsort_slice640_overlap020_conf040,uav0000137_00458_v,-0.12077947134863987,0.46500831753646177,8321,3204,93,3.400643025471001,379,66,40.852242744063325,5031.994,7828.0,0.7392759355034987,6574,4860,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf040/uav0000137_00458_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf040,001,sahi_yolo26_botsort_slice640_overlap020_conf040,uav0000182_00000_v,0.03705363812938889,0.32977577597180063,1629,4802,14,9.144214330683898,136,42,25.88235294117647,1672.2397,1080.0,0.3060875512995896,5848,1790,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf040/uav0000182_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf040,001,sahi_yolo26_botsort_slice640_overlap020_conf040,uav0000268_05773_v,-0.025576782545150945,0.23266091667260674,2338,7467,19,1.8637427240705244,111,38,40.090090090090094,7152.8174,2052.0,0.24148250460405157,8688,2098,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf040/uav0000268_05773_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf040,001,sahi_yolo26_botsort_slice640_overlap020_conf040,uav0000305_00000_v,0.08778258778258774,0.20980392156862746,278,3494,21,7.6023339229542115,70,24,13.457142857142857,8621.65825,6554.0,0.18352681039248203,3618,664,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf040/uav0000305_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf040,001,sahi_yolo26_botsort_slice640_overlap020_conf040,uav0000339_00001_v,0.26378205128205123,0.5066810151555914,1610,2939,45,7.57179430024538,104,22,47.22115384615385,2729.4344,2346.0,0.6316144253454669,2967,1874,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf040/uav0000339_00001_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf050,001,sahi_yolo26_botsort_slice640_overlap020_conf050,uav0000086_00000_v,0.2547150815490973,0.4586924703203773,2926,8128,50,10.037134981808526,96,11,101.01041666666667,2594.1845,1690.0,,0,0,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf050/uav0000086_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf050,001,sahi_yolo26_botsort_slice640_overlap020_conf050,uav0000117_02622_v,0.11903986981285597,0.41786129407206507,3411,7343,73,3.320720543166788,264,68,31.65909090909091,3589.00785,4134.0,0.5603490063015026,4126,2312,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf050/uav0000117_02622_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf050,001,sahi_yolo26_botsort_slice640_overlap020_conf050,uav0000137_00458_v,-0.04447231333204704,0.46153846153846156,7076,3667,84,3.8519272249607086,327,46,42.12538226299694,5526.8496000000005,7828.0,0.6863401277760877,6574,4512,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf050/uav0000137_00458_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf050,001,sahi_yolo26_botsort_slice640_overlap020_conf050,uav0000182_00000_v,0.10070222620648439,0.31597765363128494,788,5224,7,9.707140519123381,89,30,25.359550561797754,2483.0652000000005,1080.0,0.2393980848153215,5848,1400,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf050/uav0000182_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf050,001,sahi_yolo26_botsort_slice640_overlap020_conf050,uav0000268_05773_v,-0.06639523958659566,0.16857296384432333,2033,8164,18,1.8050991135254884,89,34,38.741573033707866,12374.8648,2052.0,0.16217771639042358,8688,1409,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf050/uav0000268_05773_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf050,001,sahi_yolo26_botsort_slice640_overlap020_conf050,uav0000305_00000_v,0.0757575757575758,0.17380509000620734,173,3656,14,6.874043257733611,49,20,13.775510204081632,9097.4818,6554.0,0.13875069098949697,3618,502,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf050/uav0000305_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice640_overlap020_conf050,001,sahi_yolo26_botsort_slice640_overlap020_conf050,uav0000339_00001_v,0.23814102564102568,0.4665519877675841,1349,3365,40,6.929963605282881,87,22,48.55172413793103,2981.8859999999995,2346.0,0.5618469834850017,2967,1667,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice640_overlap020_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice640_overlap020_conf050/uav0000339_00001_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf040,001,sahi_yolo26_botsort_slice768_overlap015_conf040,uav0000086_00000_v,0.2790791328277066,0.4817262520901346,3013,7693,35,19.559874649068647,90,18,113.54444444444445,2533.3882,1690.0,,0,0,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf040/uav0000086_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf040,001,sahi_yolo26_botsort_slice768_overlap015_conf040,uav0000117_02622_v,-0.040032546786004986,0.4029838375466225,6126,6576,80,3.7020750176079322,356,83,33.258426966292134,3256.9765999999995,4134.0,0.6226369365002423,4126,2569,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf040/uav0000117_02622_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf040,001,sahi_yolo26_botsort_slice768_overlap015_conf040,uav0000137_00458_v,-0.06260852787960647,0.4997319034852547,8159,2781,75,3.649955295222555,332,54,47.42168674698795,4959.0398000000005,7828.0,0.7861271676300579,6574,5168,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf040/uav0000137_00458_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf040,001,sahi_yolo26_botsort_slice768_overlap015_conf040,uav0000182_00000_v,0.07858957119378451,0.3206379183716294,1149,5004,14,20.67286002048672,108,35,26.27777777777778,1950.4290500000002,1080.0,0.2753077975376197,5848,1610,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf040/uav0000182_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf040,001,sahi_yolo26_botsort_slice768_overlap015_conf040,uav0000268_05773_v,0.03152729930055331,0.22799295774647887,1866,7392,19,2.0097679827317214,86,29,47.127906976744185,5742.5368,2052.0,0.2504604051565378,8688,2176,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf040/uav0000268_05773_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf040,001,sahi_yolo26_botsort_slice768_overlap015_conf040,uav0000305_00000_v,0.13588263588263583,0.29357798165137616,298,3273,22,7.963258633292165,65,22,18.2,8198.2209,6554.0,0.24461028192371476,3618,885,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf040/uav0000305_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf040,001,sahi_yolo26_botsort_slice768_overlap015_conf040,uav0000339_00001_v,0.24038461538461542,0.5369986168741355,1896,2808,36,8.016056563268977,115,35,46.3304347826087,2519.8374,2346.0,0.6572295247724975,2967,1950,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf040/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf040/uav0000339_00001_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf050,001,sahi_yolo26_botsort_slice768_overlap015_conf050,uav0000086_00000_v,0.2747835425196322,0.46676775334849635,2359,8415,31,21.368019696777196,76,12,116.35526315789474,2743.9359999999997,1690.0,,0,0,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf050/uav0000086_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf050,001,sahi_yolo26_botsort_slice768_overlap015_conf050,uav0000117_02622_v,0.061432058584214855,0.40686934323508933,4222,7257,56,4.004740216612633,259,61,35.73359073359073,3501.5665000000004,4134.0,0.5586524478914202,4126,2305,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf050/uav0000117_02622_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf050,001,sahi_yolo26_botsort_slice768_overlap015_conf050,uav0000137_00458_v,0.008296353463245199,0.4987300286767718,6947,3269,64,3.9624103394990358,283,35,49.62544169611307,5545.628199999999,7828.0,0.7330392455126254,6574,4819,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf050/uav0000137_00458_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf050,001,sahi_yolo26_botsort_slice768_overlap015_conf050,uav0000182_00000_v,0.10010458688181678,0.29069767441860467,615,5401,7,21.01223312508929,64,16,29.796875,2765.556,1080.0,0.2106703146374829,5848,1232,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf050/uav0000182_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf050,001,sahi_yolo26_botsort_slice768_overlap015_conf050,uav0000268_05773_v,-0.004906566447437033,0.15730337078651685,1634,7976,16,2.04208041466553,76,31,42.5921052631579,8477.8107,2052.0,0.1841620626151013,8688,1600,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf050/uav0000268_05773_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf050,001,sahi_yolo26_botsort_slice768_overlap015_conf050,uav0000305_00000_v,0.11592111592111587,0.23907403711833966,177,3482,17,8.168658922978073,55,19,15.50909090909091,8882.0205,6554.0,0.18684355997788835,3618,676,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf050/uav0000305_00000_v/tracks.txt
strict_sahi_botsort,sahi_yolo26_botsort_slice768_overlap015_conf050,001,sahi_yolo26_botsort_slice768_overlap015_conf050,uav0000339_00001_v,0.2551282051282051,0.5137529137529138,1431,3186,31,8.228964296198662,104,38,43.125,2859.7128,2346.0,0.5995955510616785,2967,1779,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/strict_sahi_botsort/sahi_yolo26_botsort_slice768_overlap015_conf050/attempts/001/benchmark/runs/sahi_yolo26_botsort_slice768_overlap015_conf050/uav0000339_00001_v/tracks.txt
upscaling_experiments,m2_yolo26_bytetrack_conf035,001,m2_yolo26_bytetrack_conf035,uav0000086_00000_v,0.24719779850996715,0.40220215811495263,2024,9117,75,50.209643058998026,129,40,60.51162790697674,3122.22015,1690.0,,0,0,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/m2_yolo26_bytetrack_conf035/attempts/001/benchmark/runs/m2_yolo26_bytetrack_conf035/uav0000086_00000_v/tracks.txt
upscaling_experiments,m2_yolo26_bytetrack_conf035,001,m2_yolo26_bytetrack_conf035,uav0000117_02622_v,0.14157851912123676,0.26703200896749285,955,9477,118,49.6264956503119,210,78,17.942857142857143,6489.101049999999,4134.0,0.4258361609306835,4126,1757,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/m2_yolo26_bytetrack_conf035/attempts/001/benchmark/runs/m2_yolo26_bytetrack_conf035/uav0000117_02622_v/tracks.txt
upscaling_experiments,m2_yolo26_bytetrack_conf035,001,m2_yolo26_bytetrack_conf035,uav0000137_00458_v,0.2954852402083735,0.46130339467215836,784,6463,56,46.81676005714662,165,49,28.406060606060606,12267.039999999999,7828.0,0.4957407970794037,6574,3259,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/m2_yolo26_bytetrack_conf035/attempts/001/benchmark/runs/m2_yolo26_bytetrack_conf035/uav0000137_00458_v/tracks.txt
upscaling_experiments,m2_yolo26_bytetrack_conf035,001,m2_yolo26_bytetrack_conf035,uav0000182_00000_v,0.04512176901240106,0.2473737716028465,913,5446,32,53.38445299372255,127,56,17.007874015748033,2263.9353,1080.0,0.21203830369357046,5848,1240,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/m2_yolo26_bytetrack_conf035/attempts/001/benchmark/runs/m2_yolo26_bytetrack_conf035/uav0000182_00000_v/tracks.txt
upscaling_experiments,m2_yolo26_bytetrack_conf035,001,m2_yolo26_bytetrack_conf035,uav0000268_05773_v,0.042279987472596314,0.19834133566128329,735,8438,1,47.843289658765265,18,3,104.22222222222223,58212.82935,2052.0,0.1313305709023941,8688,1141,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/m2_yolo26_bytetrack_conf035/attempts/001/benchmark/runs/m2_yolo26_bytetrack_conf035/uav0000268_05773_v/tracks.txt
upscaling_experiments,m2_yolo26_bytetrack_conf035,001,m2_yolo26_bytetrack_conf035,uav0000305_00000_v,0.06661856661856658,0.12600178094390027,25,3849,7,49.41609053031813,19,5,17.57894736842105,9935.830600000001,6554.0,0.08540630182421227,3618,309,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/m2_yolo26_bytetrack_conf035/attempts/001/benchmark/runs/m2_yolo26_bytetrack_conf035/uav0000305_00000_v/tracks.txt
upscaling_experiments,m2_yolo26_bytetrack_conf035,001,m2_yolo26_bytetrack_conf035,uav0000339_00001_v,0.22067307692307692,0.3404303510758777,585,4235,43,45.63708411984773,84,28,30.833333333333332,3450.6760999999997,2346.0,0.4432086282440175,2967,1315,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/m2_yolo26_bytetrack_conf035/attempts/001/benchmark/runs/m2_yolo26_bytetrack_conf035/uav0000339_00001_v/tracks.txt
upscaling_experiments,rtdetr_upscale15_botsort,001,rtdetr_upscale15_botsort,uav0000086_00000_v,0.17021276595744683,0.28885091398684687,909,11396,58,1.6690998092401033,109,30,40.477064220183486,2535.45215,1690.0,,0,0,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/rtdetr_upscale15_botsort/attempts/001/benchmark/runs/rtdetr_upscale15_botsort/uav0000086_00000_v/tracks.txt
upscaling_experiments,rtdetr_upscale15_botsort,001,rtdetr_upscale15_botsort,uav0000117_02622_v,0.09877949552481691,0.30178713996192347,1375,9672,29,1.6804028878674235,138,52,28.934782608695652,4307.902499999999,4134.0,0.44886088221037324,4126,1852,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/rtdetr_upscale15_botsort/attempts/001/benchmark/runs/rtdetr_upscale15_botsort/uav0000117_02622_v/tracks.txt
upscaling_experiments,rtdetr_upscale15_botsort,001,rtdetr_upscale15_botsort,uav0000137_00458_v,0.27522670268184446,0.4803191489361702,897,6589,27,1.714766726367953,175,63,26.708571428571428,8465.127649999999,7828.0,0.43763310009126866,6574,2877,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/rtdetr_upscale15_botsort/attempts/001/benchmark/runs/rtdetr_upscale15_botsort/uav0000137_00458_v/tracks.txt
upscaling_experiments,rtdetr_upscale15_botsort,001,rtdetr_upscale15_botsort,uav0000182_00000_v,-0.013148065142686294,0.293676955349116,1691,5066,24,1.6706867634654496,166,54,19.987951807228917,965.00655,1080.0,0.24401504787961698,5848,1427,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/rtdetr_upscale15_botsort/attempts/001/benchmark/runs/rtdetr_upscale15_botsort/uav0000182_00000_v/tracks.txt
upscaling_experiments,rtdetr_upscale15_botsort,001,rtdetr_upscale15_botsort,uav0000268_05773_v,0.1777847374464976,0.39583485036044563,1216,6641,19,1.7226391913235966,45,13,92.31111111111112,2588.2554500000006,2052.0,0.3370165745856354,8688,2928,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/rtdetr_upscale15_botsort/attempts/001/benchmark/runs/rtdetr_upscale15_botsort/uav0000268_05773_v/tracks.txt
upscaling_experiments,rtdetr_upscale15_botsort,001,rtdetr_upscale15_botsort,uav0000305_00000_v,0.20394420394420398,0.36696209692626813,141,3154,15,1.7019381738071462,59,29,19.406779661016948,6413.784,6554.0,0.27750138197899393,3618,1004,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/rtdetr_upscale15_botsort/attempts/001/benchmark/runs/rtdetr_upscale15_botsort/uav0000305_00000_v/tracks.txt
upscaling_experiments,rtdetr_upscale15_botsort,001,rtdetr_upscale15_botsort,uav0000339_00001_v,0.2189102564102564,0.4797537751274406,1385,3468,21,1.745151509550266,92,27,45.18478260869565,2376.3889,2346.0,0.5048870913380519,2967,1498,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/rtdetr_upscale15_botsort/attempts/001/benchmark/runs/rtdetr_upscale15_botsort/uav0000339_00001_v/tracks.txt
upscaling_experiments,yolo26_upscale15_botsort,001,yolo26_upscale15_botsort,uav0000086_00000_v,0.26894422444459365,0.48919684100730143,3936,6890,66,18.263366312321796,148,38,80.70945945945945,2381.3504999999996,1690.0,,0,0,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_botsort/attempts/001/benchmark/runs/yolo26_upscale15_botsort/uav0000086_00000_v/tracks.txt
upscaling_experiments,yolo26_upscale15_botsort,001,yolo26_upscale15_botsort,uav0000117_02622_v,0.09479251423921886,0.39002041730989495,3280,7779,66,20.75032136173703,230,87,33.87391304347826,4575.6558,4134.0,0.5671352399418322,4126,2340,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_botsort/attempts/001/benchmark/runs/yolo26_upscale15_botsort/uav0000117_02622_v/tracks.txt
upscaling_experiments,yolo26_upscale15_botsort,001,yolo26_upscale15_botsort,uav0000137_00458_v,0.2533281883079298,0.5637590861889927,3118,4590,32,19.27627840159303,224,73,39.705357142857146,6959.81265,7828.0,0.6238211134773349,6574,4101,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_botsort/attempts/001/benchmark/runs/yolo26_upscale15_botsort/uav0000137_00458_v/tracks.txt
upscaling_experiments,yolo26_upscale15_botsort,001,yolo26_upscale15_botsort,uav0000182_00000_v,0.05572986702525029,0.38415008328219513,2158,4137,25,21.056219106104212,185,70,25.481081081081083,1292.1204,1080.0,0.4131326949384405,5848,2416,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_botsort/attempts/001/benchmark/runs/yolo26_upscale15_botsort/uav0000182_00000_v/tracks.txt
upscaling_experiments,yolo26_upscale15_botsort,001,yolo26_upscale15_botsort,uav0000268_05773_v,0.03465915022444932,0.1775187906426822,962,8279,6,20.59157991801808,24,6,94.25,47934.97255,2052.0,0.1496316758747698,8688,1300,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_botsort/attempts/001/benchmark/runs/yolo26_upscale15_botsort/uav0000268_05773_v/tracks.txt
upscaling_experiments,yolo26_upscale15_botsort,001,yolo26_upscale15_botsort,uav0000305_00000_v,0.1354016354016354,0.24338624338624337,179,3392,24,17.200161648526546,72,17,13.125,9213.862799999999,6554.0,0.2117191818684356,3618,766,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_botsort/attempts/001/benchmark/runs/yolo26_upscale15_botsort/uav0000305_00000_v/tracks.txt
upscaling_experiments,yolo26_upscale15_botsort,001,yolo26_upscale15_botsort,uav0000339_00001_v,0.2503205128205128,0.5141437308868502,1319,3335,24,16.88734373158459,91,39,46.417582417582416,2705.4587,2346.0,0.5251095382541288,2967,1558,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_botsort/attempts/001/benchmark/runs/yolo26_upscale15_botsort/uav0000339_00001_v/tracks.txt
upscaling_experiments,yolo26_upscale15_bytetrack,001,yolo26_upscale15_bytetrack,uav0000086_00000_v,0.26310490636955497,0.49208955223880596,3953,6951,75,21.991309445889623,147,40,80.95918367346938,2406.2400000000002,1690.0,,0,0,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_bytetrack/attempts/001/benchmark/runs/yolo26_upscale15_bytetrack/uav0000086_00000_v/tracks.txt
upscaling_experiments,yolo26_upscale15_bytetrack,001,yolo26_upscale15_bytetrack,uav0000117_02622_v,0.08584214808787627,0.30920510708401977,2934,8090,211,26.437582874560313,392,123,18.198979591836736,4816.7717,4134.0,0.5525933107125546,4126,2280,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_bytetrack/attempts/001/benchmark/runs/yolo26_upscale15_bytetrack/uav0000117_02622_v/tracks.txt
upscaling_experiments,yolo26_upscale15_bytetrack,001,yolo26_upscale15_bytetrack,uav0000137_00458_v,0.250723519197376,0.5055051813471503,2735,4939,93,24.19946612590213,286,82,28.53846153846154,7278.6167000000005,7828.0,0.599178582293885,6574,3939,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_bytetrack/attempts/001/benchmark/runs/yolo26_upscale15_bytetrack/uav0000137_00458_v/tracks.txt
upscaling_experiments,yolo26_upscale15_bytetrack,001,yolo26_upscale15_bytetrack,uav0000182_00000_v,0.05468399820708203,0.3399216686401312,1931,4338,58,23.308642788523382,215,74,19.934883720930234,1341.7892,1080.0,0.38406292749658005,5848,2246,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_bytetrack/attempts/001/benchmark/runs/yolo26_upscale15_bytetrack/uav0000182_00000_v/tracks.txt
upscaling_experiments,yolo26_upscale15_bytetrack,001,yolo26_upscale15_bytetrack,uav0000268_05773_v,0.03257124960851865,0.18614864864864866,972,8290,5,27.667315318235904,23,6,98.30434782608695,40794.2766,2052.0,0.14836556169429096,8688,1289,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_bytetrack/attempts/001/benchmark/runs/yolo26_upscale15_bytetrack/uav0000268_05773_v/tracks.txt
upscaling_experiments,yolo26_upscale15_bytetrack,001,yolo26_upscale15_bytetrack,uav0000305_00000_v,0.10028860028860032,0.1999581677473332,97,3632,12,22.99095056448051,31,8,20.096774193548388,8951.2803,6554.0,0.14538419016030957,3618,526,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_bytetrack/attempts/001/benchmark/runs/yolo26_upscale15_bytetrack/uav0000305_00000_v/tracks.txt
upscaling_experiments,yolo26_upscale15_bytetrack,001,yolo26_upscale15_bytetrack,uav0000339_00001_v,0.23076923076923073,0.40917142294823855,1211,3529,60,20.980697776766064,125,40,31.376,2856.0539,2346.0,0.4947758678800135,2967,1468,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale15_bytetrack/attempts/001/benchmark/runs/yolo26_upscale15_bytetrack/uav0000339_00001_v/tracks.txt
upscaling_experiments,yolo26_upscale20_botsort,001,yolo26_upscale20_botsort,uav0000086_00000_v,0.21108799248271692,0.5168165168165169,5955,5723,76,13.451308594202978,157,38,96.37579617834395,2019.8761000000002,1690.0,,0,0,/Users/katharsis/Developer/cv/mot/outputs/next_experiments/default/stages/upscaling_experiments/yolo26_upscale20_botsort/attempts/001/benchmark/runs/yolo26_upscale20_botsort/uav0000086_00000_v/tracks.txt
